source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0006996,organelle organization,0.007245341831132871,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3594,483,122,21026,0.2525879917184265,0.03394546466332777,query_1,['GO:0016043'],0.5405234298816357
GO:BP,GO:0033036,macromolecule localization,0.007750254709009363,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3228,483,112,21026,0.2318840579710145,0.03469640644361834,query_1,['GO:0051179'],0.48943397665979477
GO:BP,GO:0008104,protein localization,0.0098259098571726,True,"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]",2770,483,99,21026,0.20496894409937888,0.035740072202166066,query_1,['GO:0070727'],0.41150123232990615
GO:BP,GO:0070727,cellular macromolecule localization,0.011846572230451196,True,"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]",2782,483,99,21026,0.20496894409937888,0.03558590941768512,query_1,"['GO:0033036', 'GO:0051641']",0.3948536688051349
GO:BP,GO:0043687,post-translational protein modification,0.014433988160349402,True,"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]",1027,483,47,21026,0.09730848861283643,0.045764362220058426,query_1,['GO:0036211'],0.1791073329147949
GO:BP,GO:0015031,protein transport,0.014960811898913485,True,"""The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1444,483,60,21026,0.12422360248447205,0.04155124653739612,query_1,"['GO:0045184', 'GO:0071705']",0.22671364439469463
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,0.01859753893913754,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",975,483,45,21026,0.09316770186335403,0.046153846153846156,query_1,['GO:0043687'],0.16123085620825509
GO:BP,GO:0051641,cellular localization,0.029911386205592038,True,"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]",3661,483,121,21026,0.2505175983436853,0.03305107894018028,query_1,"['GO:0009987', 'GO:0051179']",0.381829769399851
GO:BP,GO:0071629,cytoplasm protein quality control by the ubiquitin-proteasome system,0.03012112869147407,True,"""The chemical reactions and pathways resulting in the breakdown of misfolded proteins in the cytoplasm, which are targeted to cytoplasmic proteasomes for degradation."" [GOC:mah, GOC:rb, PMID:20080635]",3,483,3,21026,0.006211180124223602,1.0,query_1,"['GO:0043161', 'GO:0071218', 'GO:0140455']",0.009448004710504124
GO:BP,GO:0033554,cellular response to stress,0.03930219657227899,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1830,483,70,21026,0.14492753623188406,0.03825136612021858,query_1,"['GO:0006950', 'GO:0051716']",0.20370770674368263
GO:BP,GO:0045184,establishment of protein localization,0.04165316717940878,True,"""The directed movement of a protein to a specific location."" [GOC:bf]",1937,483,73,21026,0.15113871635610765,0.03768714506969541,query_1,"['GO:0008104', 'GO:0051234']",0.20862462495275821
