source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0060255,regulation of macromolecule metabolic process,3.5713119863759086e-94,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6492,1302,756,21026,0.5806451612903226,0.11645101663585952,query_1,"['GO:0019222', 'GO:0043170']",54.2596483791884
GO:BP,GO:0019222,regulation of metabolic process,3.1478484512230237e-90,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7035,1302,786,21026,0.6036866359447005,0.11172707889125799,query_1,"['GO:0008152', 'GO:0050794']",54.03115294997656
GO:BP,GO:0050789,regulation of biological process,5.5248836483144555e-62,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12336,1302,1045,21026,0.8026113671274961,0.08471141374837873,query_1,"['GO:0008150', 'GO:0065007']",49.1661077745504
GO:BP,GO:0065007,biological regulation,6.997855046230001e-62,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12743,1302,1066,21026,0.8187403993855606,0.08365377069763792,query_1,['GO:0008150'],50.070097827618795
GO:BP,GO:0050794,regulation of cellular process,5.326071146494591e-60,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11946,1302,1020,21026,0.783410138248848,0.08538422903063787,query_1,"['GO:0009987', 'GO:0050789']",46.43553371521824
GO:BP,GO:0016070,RNA metabolic process,2.0290676153739572e-56,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",6873,1302,702,21026,0.5391705069124424,0.10213880401571367,query_1,['GO:0090304'],30.02786316694282
GO:BP,GO:0032774,RNA biosynthetic process,1.625668828161269e-53,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",6671,1302,681,21026,0.5230414746543779,0.10208364563034028,query_1,"['GO:0016070', 'GO:0141187']",27.610819627242524
GO:BP,GO:0051254,positive regulation of RNA metabolic process,1.1564568158017724e-52,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1835,1302,294,21026,0.22580645161290322,0.16021798365122616,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']",11.727680453533807
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,1.79554688871564e-52,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",7076,1302,706,21026,0.5422427035330261,0.09977388355002827,query_1,"['GO:0006139', 'GO:0009058']",28.058784250372796
GO:BP,GO:0141187,nucleic acid biosynthetic process,1.8053273251835794e-52,True,"""The biosynthetic process resulting in the formation of a nucleic acid."" [GOC:dph, GOC:tb]",6782,1302,686,21026,0.5268817204301075,0.10115010321439104,query_1,"['GO:0009059', 'GO:0034654', 'GO:0090304']",27.262674819080413
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,8.197893242167274e-52,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",7992,1302,765,21026,0.5875576036866359,0.09572072072072071,query_1,['GO:0044238'],30.016142682290166
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,1.881584849507659e-51,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2036,1302,311,21026,0.23886328725038403,0.15275049115913555,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']",12.116453990686988
GO:BP,GO:0090304,nucleic acid metabolic process,3.9668070215670663e-50,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",7434,1302,724,21026,0.5560675883256528,0.09739036857680926,query_1,"['GO:0006139', 'GO:0043170']",27.470605731898715
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,1.278682406821557e-49,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1699,1302,275,21026,0.21121351766513058,0.1618599175985874,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']",10.326912642316504
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,3.4520744668668724e-49,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1697,1302,274,21026,0.21044546850998463,0.1614614024749558,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']",10.198591426551593
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,3.651545783322885e-48,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2593,1302,355,21026,0.2726574500768049,0.13690705746239876,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']",12.934194127242913
GO:BP,GO:0051253,negative regulation of RNA metabolic process,6.135753005055382e-47,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1400,1302,240,21026,0.18433179723502305,0.17142857142857143,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']",8.518365369814978
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,7.125117040261004e-47,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1529,1302,253,21026,0.19431643625192013,0.16546762589928057,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']",8.967161001021442
GO:BP,GO:0009891,positive regulation of biosynthetic process,2.040294744412089e-45,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2696,1302,358,21026,0.2749615975422427,0.1327893175074184,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']",12.288118231880686
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,1.4577981838447245e-44,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1296,1302,225,21026,0.1728110599078341,0.1736111111111111,query_1,"['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']",7.57539791391017
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,2.2426498382676177e-44,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1280,1302,223,21026,0.17127496159754224,0.17421875,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902679']",7.476021653120815
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,1.1623697905059983e-37,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3288,1302,389,21026,0.29877112135176653,0.11830900243309002,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']",11.035008495955392
GO:BP,GO:0009893,positive regulation of metabolic process,2.202356805361329e-34,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3597,1302,405,21026,0.31105990783410137,0.11259382819015847,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']",10.469378256007287
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,2.260565976636537e-34,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1256,1302,202,21026,0.15514592933947774,0.160828025477707,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']",5.22000624290387
GO:BP,GO:0010467,gene expression,6.0403561283578135e-33,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",9224,1302,790,21026,0.6067588325652842,0.08564614050303555,query_1,['GO:0009059'],19.54912487694157
GO:BP,GO:0009058,biosynthetic process,4.2538261964825415e-32,True,"""A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",10664,1302,875,21026,0.6720430107526881,0.08205176294073518,query_1,['GO:0008152'],21.082809313538203
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,1.8044599766681925e-30,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",938,1302,162,21026,0.12442396313364056,0.17270788912579957,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']",3.7008231527589452
GO:BP,GO:0009059,macromolecule biosynthetic process,7.270071660269634e-30,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",9643,1302,806,21026,0.6190476190476191,0.08358394690449031,query_1,"['GO:0009058', 'GO:0043170']",18.038095095631956
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,4.817499581968863e-27,True,"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2745,1302,317,21026,0.2434715821812596,0.11548269581056467,query_1,"['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']",6.407485042743015
GO:BP,GO:0009890,negative regulation of biosynthetic process,7.298339742996026e-27,True,"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2813,1302,322,21026,0.24731182795698925,0.11446853892641308,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009892']",6.463933830611868
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,5.164480568623868e-24,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3157,1302,341,21026,0.2619047619047619,0.10801393728222997,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']",6.0989692113090905
GO:BP,GO:0009892,negative regulation of metabolic process,4.4063698437448913e-23,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3375,1302,355,21026,0.2726574500768049,0.10518518518518519,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048523']",6.095507883286698
GO:BP,GO:0048519,negative regulation of biological process,4.820690834646221e-21,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5834,1302,526,21026,0.4039938556067588,0.0901611244429208,query_1,"['GO:0008150', 'GO:0050789']",8.207899016007246
GO:BP,GO:0048523,negative regulation of cellular process,8.020172965301629e-21,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5629,1302,511,21026,0.3924731182795699,0.09077988985610233,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']",7.88706767409335
GO:BP,GO:0044238,primary metabolic process,2.910398286107579e-17,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]",12342,1302,921,21026,0.7073732718894009,0.074623237724842,query_1,['GO:0008152'],11.697158076560672
GO:BP,GO:0048522,positive regulation of cellular process,1.6379190718614488e-16,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5920,1302,514,21026,0.39477726574500765,0.08682432432432433,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']",6.231838468447616
GO:BP,GO:0048518,positive regulation of biological process,9.861947167267429e-16,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6264,1302,534,21026,0.41013824884792627,0.08524904214559387,query_1,"['GO:0008150', 'GO:0050789']",6.154549872022604
GO:BP,GO:0006325,chromatin organization,8.560968515568924e-12,True,"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]",884,1302,117,21026,0.08986175115207373,0.1323529411764706,query_1,['GO:0016043'],0.9945428730539669
GO:BP,GO:0043170,macromolecule metabolic process,4.216756784513053e-10,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",12048,1302,871,21026,0.6689708141321045,0.07229415670650731,query_1,['GO:0008152'],6.27161573033565
GO:BP,GO:0008152,metabolic process,7.913764043247302e-10,True,"""A cellular process consisting of the biochemical pathways by which a living organism transforms chemical substances. This includes including anabolism (biosynthetic process) and catabolism (catabolic process). Metabolic processes includes the transformation of small molecules, as well  macromolecular processes such as DNA repair and replication, protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",14136,1302,991,21026,0.761136712749616,0.07010469722693831,query_1,['GO:0009987'],6.927574770102962
GO:BP,GO:0006338,chromatin remodeling,1.1910400744071e-09,True,"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]",725,1302,97,21026,0.07450076804915515,0.13379310344827586,query_1,['GO:0006325'],0.6648503392458771
GO:BP,GO:0043484,regulation of RNA splicing,6.777966962990897e-07,True,"""Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."" [GOC:jl]",187,1302,37,21026,0.028417818740399385,0.19786096256684493,query_1,"['GO:0008380', 'GO:0010468', 'GO:0080090']",0.1753066977234236
GO:BP,GO:1903311,regulation of mRNA metabolic process,1.4778396252146616e-06,True,"""Any process that modulates the frequency, rate or extent of mRNA metabolic process."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",312,1302,50,21026,0.03840245775729647,0.16025641025641027,query_1,"['GO:0016071', 'GO:0051252']",0.2239006410488613
GO:BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",4.292740125391563e-05,True,"""Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism."" [GOC:jid]",112,1302,25,21026,0.019201228878648235,0.22321428571428573,query_1,"['GO:0000398', 'GO:0043484', 'GO:0050684']",0.08385686255982376
GO:BP,GO:0006352,DNA-templated transcription initiation,6.427934146481153e-05,True,"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]",210,1302,36,21026,0.027649769585253458,0.17142857142857143,query_1,"['GO:0006351', 'GO:0032774']",0.11590585938768219
GO:BP,GO:0006417,regulation of translation,6.552630470611468e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:isa_complete]",380,1302,53,21026,0.040706605222734255,0.1394736842105263,query_1,"['GO:0006412', 'GO:0010608', 'GO:0051246']",0.17029951545153532
GO:BP,GO:0032784,regulation of DNA-templated transcription elongation,7.18567519342265e-05,True,"""Any process that modulates the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides catalyzed by a DNA-dependent RNA polymerase."" [GOC:mah, GOC:txnOH]",99,1302,23,21026,0.017665130568356373,0.23232323232323232,query_1,"['GO:0006354', 'GO:0006355']",0.07319604117196879
GO:BP,GO:0000380,"alternative mRNA splicing, via spliceosome",0.00010096182094631712,True,"""The process of generating multiple mRNA molecules from a given set of exons by differential use of exons from the primary transcript(s) to form multiple mature mRNAs that vary in their exon composition."" [GOC:krc, PMID:12110900]",71,1302,19,21026,0.014592933947772658,0.2676056338028169,query_1,['GO:0000398'],0.058311070412346566
GO:BP,GO:0050684,regulation of mRNA processing,0.00011670884133647452,True,"""Any process that modulates the frequency, rate or extent of mRNA processing, those processes involved in the conversion of a primary mRNA transcript into a mature mRNA prior to its translation into polypeptide."" [GOC:ai]",134,1302,27,21026,0.020737327188940093,0.20149253731343283,query_1,"['GO:0006397', 'GO:1903311']",0.08155775618115212
GO:BP,GO:0006354,DNA-templated transcription elongation,0.00011670884133647452,True,"""The extension of an RNA molecule after transcription initiation and promoter clearance at a DNA-dependent RNA polymerase promoter by the addition of ribonucleotides catalyzed by an RNA polymerase."" [GOC:mah, GOC:txnOH, PMID:15020047, PMID:18280161]",134,1302,27,21026,0.020737327188940093,0.20149253731343283,query_1,"['GO:0006351', 'GO:0032774']",0.08155775618115212
GO:BP,GO:0006368,transcription elongation by RNA polymerase II,0.00012957289520281422,True,"""The extension of an RNA molecule after transcription pausing and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",118,1302,25,21026,0.019201228878648235,0.211864406779661,query_1,"['GO:0006354', 'GO:0006366']",0.07464450532183618
GO:BP,GO:0010628,positive regulation of gene expression,0.00014865949081847293,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1212,1302,122,21026,0.09370199692780339,0.10066006600660066,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']",0.35867319339845527
GO:BP,GO:0040029,epigenetic regulation of gene expression,0.00021147451022907304,True,"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]",299,1302,44,21026,0.03379416282642089,0.14715719063545152,query_1,"['GO:0006338', 'GO:0010468']",0.12418482855309845
GO:BP,GO:0034243,regulation of transcription elongation by RNA polymerase II,0.0006879628604833693,True,"""Any process that modulates the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",87,1302,20,21026,0.015360983102918587,0.22988505747126436,query_1,"['GO:0006368', 'GO:0032784']",0.04857811069768484
GO:BP,GO:0006402,mRNA catabolic process,0.0007619091141151776,True,"""The chemical reactions and pathways resulting in the breakdown of mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes."" [ISBN:0198506732]",261,1302,39,21026,0.029953917050691243,0.14942528735632185,query_1,"['GO:0006401', 'GO:0010629', 'GO:0016071']",0.09339921384003635
GO:BP,GO:0009987,cellular process,0.0014584676835196488,True,"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]",20247,1302,1283,21026,0.9854070660522274,0.06336741245616634,query_1,['GO:0008150'],2.7947161229464945
GO:BP,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",0.002078091937655317,True,"""Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs."" [GOC:krc]",55,1302,15,21026,0.01152073732718894,0.2727272727272727,query_1,"['GO:0000380', 'GO:0048024']",0.03090247975307089
GO:BP,GO:0019827,stem cell population maintenance,0.005349254158456929,True,"""The process by which an organism or tissue maintains a population of stem cells of a single type. This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types."" [GOC:mah, ISBN:0878932437]",180,1302,29,21026,0.02227342549923195,0.16111111111111112,query_1,"['GO:0032501', 'GO:0098727']",0.050598691431639455
GO:BP,GO:0098727,maintenance of cell number,0.00841122984896222,True,"""Any process by which the numbers of cells of a particular type or in a tissue are maintained."" [GOC:dos]",184,1302,29,21026,0.02227342549923195,0.15760869565217392,query_1,['GO:0032502'],0.04622048730804481
GO:BP,GO:0051090,regulation of DNA-binding transcription factor activity,0.010551733307131527,True,"""Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]",322,1302,42,21026,0.03225806451612903,0.13043478260869565,query_1,"['GO:0006355', 'GO:0065009']",0.06376374819438173
GO:BP,GO:0016073,snRNA metabolic process,0.02313867715335628,True,"""The chemical reactions and pathways involving snRNA, small nuclear RNA, any of various low-molecular-mass RNA molecules found in the eukaryotic nucleus as components of the small nuclear ribonucleoprotein."" [ISBN:0198506732]",58,1302,14,21026,0.010752688172043012,0.2413793103448276,query_1,['GO:0016070'],0.0175877577790224
GO:BP,GO:0006401,RNA catabolic process,0.03382465471542096,True,"""The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",315,1302,40,21026,0.030721966205837174,0.12698412698412698,query_1,"['GO:0016070', 'GO:0141188']",0.04518484264263993
GO:BP,GO:0060766,negative regulation of androgen receptor signaling pathway,0.037431218450722246,True,"""Any process that decreases the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]",15,1302,7,21026,0.005376344086021506,0.4666666666666667,query_1,"['GO:0030521', 'GO:0033144', 'GO:0060765']",0.0076707851377474205
GO:BP,GO:0043433,negative regulation of DNA-binding transcription factor activity,0.04018955131321513,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:jl]",130,1302,22,21026,0.016897081413210446,0.16923076923076924,query_1,"['GO:0044092', 'GO:0051090']",0.023586413618976183
