source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0030154,cell differentiation,2.6294436718415082e-20,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4437,1182,393,21026,0.33248730964467005,0.08857336037863421,query_1,['GO:0048869'],6.51014678375591
GO:BP,GO:0048869,cellular developmental process,2.748583758629641e-20,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4438,1182,393,21026,0.33248730964467005,0.08855340243352862,query_1,"['GO:0009987', 'GO:0032502']",6.503748030847948
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,3.123333349037301e-20,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",629,1182,104,21026,0.08798646362098139,0.16534181240063592,query_1,['GO:0007167'],1.7162095539859732
GO:BP,GO:0097435,supramolecular fiber organization,1.1983622932858431e-19,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]",861,1182,125,21026,0.10575296108291032,0.14518002322880372,query_1,['GO:0016043'],2.0009953325501417
GO:BP,GO:0048870,cell motility,3.1955168097050845e-19,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1793,1182,202,21026,0.17089678510998307,0.11266034578918015,query_1,['GO:0009987'],3.1608144640407834
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,1.5077205160717982e-18,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",831,1182,120,21026,0.10152284263959391,0.1444043321299639,query_1,"['GO:0009653', 'GO:0050793']",1.8093075284805276
GO:BP,GO:0030029,actin filament-based process,2.497446011913832e-18,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",825,1182,119,21026,0.10067681895093063,0.14424242424242426,query_1,['GO:0009987'],1.7721640973457196
GO:BP,GO:0048519,negative regulation of biological process,3.3623905114461332e-18,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5834,1182,475,21026,0.40186125211505924,0.08141926636955776,query_1,"['GO:0008150', 'GO:0050789']",7.02186305251149
GO:BP,GO:0040011,locomotion,3.764372971371619e-18,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1255,1182,156,21026,0.1319796954314721,0.12430278884462151,query_1,['GO:0008150'],2.2996547776229157
GO:BP,GO:0006996,organelle organization,3.903736363047181e-18,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3594,1182,329,21026,0.27834179357022,0.09154145798553144,query_1,['GO:0016043'],4.845518546566533
GO:BP,GO:0016477,cell migration,7.328886900461204e-18,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1534,1182,178,21026,0.1505922165820643,0.11603650586701435,query_1,['GO:0048870'],2.5803919056623057
GO:BP,GO:0008219,cell death,1.0977481365762577e-17,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1991,1182,213,21026,0.1802030456852792,0.10698141637368157,query_1,['GO:0009987'],3.056153065208075
GO:BP,GO:0040012,regulation of locomotion,1.1202069399177816e-17,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1067,1182,139,21026,0.11759729272419628,0.1302717900656045,query_1,"['GO:0040011', 'GO:0050789']",1.993356634530234
GO:BP,GO:0012501,programmed cell death,1.928543678417916e-17,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1987,1182,212,21026,0.1793570219966159,0.10669350780070458,query_1,['GO:0008219'],2.997911463934121
GO:BP,GO:0030030,cell projection organization,3.160196305064531e-17,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",1631,1182,184,21026,0.155668358714044,0.11281422440220723,query_1,['GO:0016043'],2.56857243044283
GO:BP,GO:0016310,phosphorylation,3.4907627877897295e-17,True,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]",1320,1182,159,21026,0.13451776649746192,0.12045454545454545,query_1,['GO:0006796'],2.2137695992493582
GO:BP,GO:2000145,regulation of cell motility,3.495355619300873e-17,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1022,1182,134,21026,0.11336717428087986,0.13111545988258316,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']",1.8656278821754433
GO:BP,GO:0000902,cell morphogenesis,7.504526144094521e-17,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",996,1182,131,21026,0.11082910321489002,0.13152610441767068,query_1,['GO:0009653'],1.7870834610698734
GO:BP,GO:0030036,actin cytoskeleton organization,8.747488455624814e-17,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",729,1182,107,21026,0.09052453468697123,0.1467764060356653,query_1,"['GO:0007010', 'GO:0030029']",1.4536535351555533
GO:BP,GO:0098609,cell-cell adhesion,9.84930067547582e-17,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",976,1182,129,21026,0.10913705583756345,0.13217213114754098,query_1,['GO:0007155'],1.7469126091076765
GO:BP,GO:0051130,positive regulation of cellular component organization,1.0270099045789342e-16,True,"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",1105,1182,140,21026,0.11844331641285956,0.12669683257918551,query_1,"['GO:0016043', 'GO:0048522', 'GO:0051128']",1.8937221248061482
GO:BP,GO:0006915,apoptotic process,1.0910747743341041e-16,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1923,1182,205,21026,0.17343485617597293,0.10660426417056683,query_1,['GO:0012501'],2.768392406451761
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,1.2733293254592998e-16,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1588,1182,179,21026,0.15143824027072758,0.11272040302267003,query_1,['GO:0030030'],2.4071198031472996
GO:BP,GO:0072359,circulatory system development,1.4612141108950683e-16,True,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",1145,1182,143,21026,0.12098138747884941,0.12489082969432315,query_1,['GO:0048731'],1.9157748886409565
GO:BP,GO:0030334,regulation of cell migration,1.8357832549631652e-16,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",960,1182,127,21026,0.10744500846023688,0.13229166666666667,query_1,"['GO:0016477', 'GO:2000145']",1.6907738423643643
GO:BP,GO:0044087,regulation of cellular component biogenesis,2.749999453062938e-16,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1011,1182,131,21026,0.11082910321489002,0.12957467853610286,query_1,"['GO:0044085', 'GO:0050794']",1.7245748125409353
GO:BP,GO:0009968,negative regulation of signal transduction,3.3892405042166277e-16,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1326,1182,157,21026,0.13282571912013535,0.11840120663650075,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']",2.0548002750363676
GO:BP,GO:0048468,cell development,5.90558340872295e-16,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2876,1182,272,21026,0.23011844331641285,0.09457579972183588,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']",3.5044132963583805
GO:BP,GO:0023057,negative regulation of signaling,6.609955203017368e-16,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1435,1182,165,21026,0.13959390862944163,0.11498257839721254,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']",2.1190078213432773
GO:BP,GO:0031175,neuron projection development,7.5859576980479865e-16,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1023,1182,131,21026,0.11082910321489002,0.12805474095796676,query_1,"['GO:0048666', 'GO:0120036']",1.6757348861471801
GO:BP,GO:0033043,regulation of organelle organization,1.2347308198190851e-15,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1148,1182,141,21026,0.11928934010152284,0.12282229965156795,query_1,"['GO:0006996', 'GO:0051128']",1.778416503644115
GO:BP,GO:0010648,negative regulation of cell communication,1.686066908022939e-15,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1436,1182,164,21026,0.13874788494077833,0.11420612813370473,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']",2.049739874813923
GO:BP,GO:0006468,protein phosphorylation,1.9733001279643495e-15,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",1227,1182,147,21026,0.12436548223350254,0.1198044009779951,query_1,"['GO:0016310', 'GO:0036211']",1.8287703957908676
GO:BP,GO:0048523,negative regulation of cellular process,3.998627567887718e-15,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5629,1182,450,21026,0.38071065989847713,0.07994315153668502,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']",5.481505981280872
GO:BP,GO:0048666,neuron development,4.502632953049433e-15,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",1177,1182,142,21026,0.12013536379018612,0.12064570943075616,query_1,"['GO:0030182', 'GO:0048468']",1.723526015689095
GO:BP,GO:0048699,generation of neurons,8.118593447809884e-15,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1536,1182,170,21026,0.14382402707275804,0.11067708333333333,query_1,['GO:0022008'],2.026555215763749
GO:BP,GO:0030182,neuron differentiation,1.0869545034841926e-14,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",1451,1182,163,21026,0.13790186125211507,0.11233631977946244,query_1,"['GO:0030154', 'GO:0048699']",1.9256324427241407
GO:BP,GO:0007399,nervous system development,1.6302778446393625e-14,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2604,1182,248,21026,0.2098138747884941,0.09523809523809523,query_1,['GO:0048731'],2.8928588127019297
GO:BP,GO:0070848,response to growth factor,2.925610732198761e-14,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",721,1182,101,21026,0.08544839255499154,0.14008321775312066,query_1,['GO:0009719'],1.1564400418031273
GO:BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,7.890841009923442e-14,True,"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]",676,1182,96,21026,0.08121827411167512,0.14201183431952663,query_1,['GO:0048858'],1.0641930320400268
