source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0036211,protein modification process,1.0059917213647613e-21,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",2846,3365,651,21026,0.19346210995542348,0.22874209416725227,query_1,"['GO:0019538', 'GO:0043412']",4.062202389653545
GO:BP,GO:0048519,negative regulation of biological process,1.4560844765070784e-21,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5834,3365,1183,21026,0.3515601783060921,0.20277682550565648,query_1,"['GO:0008150', 'GO:0050789']",7.3253938441385404
GO:BP,GO:0009056,catabolic process,5.531508381887737e-21,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",2639,3365,609,21026,0.18098068350668647,0.23076923076923078,query_1,['GO:0008152'],3.666154015732059
GO:BP,GO:0048523,negative regulation of cellular process,2.3937447986210914e-20,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5629,3365,1141,21026,0.33907875185735514,0.20270030200746136,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']",6.653037793714839
GO:BP,GO:0009057,macromolecule catabolic process,8.565780575637698e-20,True,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",1417,3365,367,21026,0.10906389301634473,0.2589978828510939,query_1,"['GO:0009056', 'GO:0043170']",2.0795466660122095
GO:BP,GO:0051128,regulation of cellular component organization,2.5692851871594473e-19,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2433,3365,563,21026,0.16731054977711737,0.23140156185778873,query_1,"['GO:0016043', 'GO:0050794']",3.1103345223653354
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,8.53055665843909e-19,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3288,3365,719,21026,0.21367013372956908,0.21867396593673966,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']",3.8608104813249584
GO:BP,GO:0009889,regulation of biosynthetic process,1.966005216151881e-17,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",5809,3365,1155,21026,0.34323922734026746,0.1988294026510587,query_1,"['GO:0009058', 'GO:0019222']",5.734297090951499
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,5.651661336610025e-17,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5644,3365,1124,21026,0.3340267459138187,0.1991495393338058,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']",5.427207735539284
GO:BP,GO:0051649,establishment of localization in cell,7.854343801090101e-17,True,"""Any process, occurring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]",2010,3365,472,21026,0.14026745913818722,0.23482587064676616,query_1,"['GO:0051234', 'GO:0051641']",2.2589920129985606
GO:BP,GO:0009893,positive regulation of metabolic process,1.7802997330924676e-16,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3597,3365,763,21026,0.22674591381872214,0.21212121212121213,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']",3.5711363281738597
GO:BP,GO:0009966,regulation of signal transduction,1.9668425988337544e-16,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3034,3365,661,21026,0.1964338781575037,0.2178642056690837,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']",3.085235747552027
GO:BP,GO:0006810,transport,2.300420121453046e-16,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",4407,3365,906,21026,0.2692421991084695,0.20558202859087815,query_1,['GO:0051234'],4.21046143095519
GO:BP,GO:0010646,regulation of cell communication,2.8404489511082883e-16,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3486,3365,742,21026,0.22050520059435363,0.21285140562248997,query_1,"['GO:0007154', 'GO:0050794']",3.4281090206656866
GO:BP,GO:0023051,regulation of signaling,5.588970684532682e-16,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3478,3365,739,21026,0.21961367013372957,0.2124784358826912,query_1,"['GO:0023052', 'GO:0050789']",3.3496944357843397
GO:BP,GO:0032502,developmental process,5.882512677175652e-16,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6553,3365,1272,21026,0.37800891530460623,0.19410956813673128,query_1,['GO:0008150'],5.757241018453325
GO:BP,GO:0048583,regulation of response to stimulus,7.872102335376296e-16,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,3365,830,21026,0.24665676077265974,0.20786376158276984,query_1,"['GO:0050789', 'GO:0050896']",3.7254813352511835
GO:BP,GO:0010468,regulation of gene expression,9.459031131426821e-16,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",5536,3365,1098,21026,0.3263001485884101,0.19833815028901733,query_1,"['GO:0010467', 'GO:0010556']",4.902383468949364
GO:BP,GO:0046907,intracellular transport,1.0837697602772196e-15,True,"""The directed movement of substances within a cell."" [GOC:ai]",1381,3365,345,21026,0.1025260029717682,0.2498189717595945,query_1,"['GO:0006810', 'GO:0051641', 'GO:0051649']",1.534308090636527
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,1.2401225865106326e-15,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1529,3365,374,21026,0.11114413075780089,0.2446043165467626,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']",1.656773917705995
GO:BP,GO:0051253,negative regulation of RNA metabolic process,3.166944086230159e-15,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1400,3365,347,21026,0.10312035661218424,0.24785714285714286,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']",1.4951791330352202
GO:BP,GO:0030163,protein catabolic process,4.219004048770611e-15,True,"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]",1030,3365,272,21026,0.08083209509658247,0.26407766990291265,query_1,"['GO:0009057', 'GO:0019538']",1.1619443969492866
GO:BP,GO:0048856,anatomical structure development,5.0129594117956796e-15,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",5997,3365,1172,21026,0.34829123328380385,0.19543104885776222,query_1,['GO:0032502'],4.980531831001116
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,5.286558838833475e-15,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2593,3365,573,21026,0.17028231797919763,0.2209795603548014,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']",2.4310911829906265
GO:BP,GO:0009653,anatomical structure morphogenesis,5.499741348040108e-15,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2713,3365,595,21026,0.17682020802377416,0.21931441208993735,query_1,"['GO:0032502', 'GO:0048856']",2.521395647019721
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,6.3591586145817215e-15,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1280,3365,322,21026,0.09569093610698365,0.2515625,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902679']",1.3584859763014185
GO:BP,GO:0051246,regulation of protein metabolic process,7.014683175071613e-15,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1855,3365,434,21026,0.12897473997028233,0.2339622641509434,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']",1.8255074299412752
GO:BP,GO:0007049,cell cycle,7.309290695402636e-15,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",1663,3365,397,21026,0.11797919762258544,0.23872519542994589,query_1,['GO:0009987'],1.6677686573369692
GO:BP,GO:0051603,proteolysis involved in protein catabolic process,8.52409834834772e-15,True,"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]",786,3365,220,21026,0.06537890044576523,0.27989821882951654,query_1,"['GO:0006508', 'GO:0030163']",0.9198387342047181
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,1.3212374621716138e-14,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1296,3365,324,21026,0.09628528974739971,0.25,query_1,"['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']",1.336345377464068
GO:BP,GO:0051179,localization,1.3291949365307687e-14,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",5555,3365,1094,21026,0.325111441307578,0.19693969396939695,query_1,['GO:0008150'],4.511380085008069
GO:BP,GO:0051254,positive regulation of RNA metabolic process,2.2213930587876732e-14,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1835,3365,428,21026,0.12719167904903417,0.2332425068119891,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']",1.736595638725355
GO:BP,GO:0009891,positive regulation of biosynthetic process,5.0539177660790235e-14,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2696,3365,587,21026,0.17444279346210995,0.2177299703264095,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']",2.3194562447448774
GO:BP,GO:0035556,intracellular signal transduction,5.0606275400282324e-14,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2965,3365,636,21026,0.18900445765230312,0.21450252951096122,query_1,['GO:0007165'],2.512964641234359
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,6.542181083263947e-14,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2036,3365,464,21026,0.13789004457652304,0.22789783889980353,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']",1.8179806037811501
GO:BP,GO:0050793,regulation of developmental process,1.3017660167714702e-13,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2457,3365,541,21026,0.16077265973254087,0.2201872201872202,query_1,"['GO:0032502', 'GO:0050789']",2.0716308127580847
GO:BP,GO:0043687,post-translational protein modification,2.9180818374053834e-13,True,"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]",1027,3365,265,21026,0.0787518573551263,0.25803310613437197,query_1,['GO:0036211'],0.987146856200856
GO:BP,GO:0033043,regulation of organelle organization,3.742387454065061e-13,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1148,3365,289,21026,0.08588410104011887,0.25174216027874563,query_1,"['GO:0006996', 'GO:0051128']",1.067268948490584
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,7.332788629081083e-13,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",975,3365,253,21026,0.07518573551263001,0.2594871794871795,query_1,['GO:0043687'],0.9123586629687777
GO:BP,GO:0051234,establishment of localization,1.0921478123898835e-12,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",4928,3365,974,21026,0.2894502228826152,0.1976461038961039,query_1,['GO:0051179'],3.4623221089818896
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,1.4653354163876599e-12,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1699,3365,394,21026,0.11708766716196137,0.23190111830488522,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']",1.385622824284164
GO:BP,GO:0007275,multicellular organism development,1.7479221510121747e-12,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",4727,3365,938,21026,0.2787518573551263,0.19843452506875398,query_1,"['GO:0032501', 'GO:0048856']",3.2774188063076655
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,2.013032448411299e-12,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1697,3365,393,21026,0.11679049034175334,0.23158515026517384,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']",1.3659990030500144
GO:BP,GO:0048731,system development,3.381199060376552e-12,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4053,3365,819,21026,0.24338781575037147,0.20207253886010362,query_1,"['GO:0007275', 'GO:0048856']",2.791884417312201
GO:BP,GO:0051641,cellular localization,3.4995689411007895e-12,True,"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]",3661,3365,750,21026,0.22288261515601784,0.20486205954657197,query_1,"['GO:0009987', 'GO:0051179']",2.553339995508667
GO:BP,GO:0016192,vesicle-mediated transport,9.206105946815796e-12,True,"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]",1592,3365,370,21026,0.1099554234769688,0.23241206030150754,query_1,"['GO:0006810', 'GO:0009987']",1.2134597003337049
GO:BP,GO:0033554,cellular response to stress,9.897998234916204e-12,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1830,3365,415,21026,0.12332838038632987,0.226775956284153,query_1,"['GO:0006950', 'GO:0051716']",1.357161319645809
GO:BP,GO:0032446,protein modification by small protein conjugation,1.043881352527943e-11,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]",853,3365,224,21026,0.06656760772659732,0.26260257913247365,query_1,['GO:0070647'],0.7310021232483724
GO:BP,GO:0022402,cell cycle process,1.3495791897662335e-11,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",1280,3365,309,21026,0.09182763744427935,0.24140625,query_1,"['GO:0007049', 'GO:0009987']",0.9981482029044815
GO:BP,GO:0044087,regulation of cellular component biogenesis,2.0801454662458597e-11,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1011,3365,255,21026,0.07578008915304606,0.2522255192878338,query_1,"['GO:0044085', 'GO:0050794']",0.8094758112393039
GO:BP,GO:0071705,nitrogen compound transport,3.1760268055988206e-11,True,"""The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",1923,3365,430,21026,0.1277860326894502,0.22360894435777431,query_1,['GO:0006810'],1.3415125740092433
GO:BP,GO:0000278,mitotic cell cycle,3.792868284792729e-11,True,"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]",892,3365,230,21026,0.06835066864784546,0.257847533632287,query_1,['GO:0007049'],0.7122845215234701
GO:BP,GO:0016567,protein ubiquitination,5.485047432998353e-11,True,"""The process in which one or more ubiquitin groups are added to a protein."" [PMID:26906419]",768,3365,204,21026,0.06062407132243685,0.265625,query_1,['GO:0032446'],0.6220526600105126
GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process,8.752367545532764e-11,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]",628,3365,174,21026,0.05170876671619613,0.2770700636942675,query_1,['GO:0019941'],0.5200802837475631
GO:BP,GO:0019941,modification-dependent protein catabolic process,9.559486647141312e-11,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]",638,3365,176,21026,0.052303120356612186,0.27586206896551724,query_1,"['GO:0043632', 'GO:0051603']",0.5240545365588637
GO:BP,GO:0051239,regulation of multicellular organismal process,9.638552717119745e-11,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2956,3365,616,21026,0.18306092124814263,0.2083897158322057,query_1,"['GO:0032501', 'GO:0050789']",1.8335360221525308
GO:BP,GO:0043632,modification-dependent macromolecule catabolic process,9.973225840470671e-11,True,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]",643,3365,177,21026,0.05260029717682021,0.27527216174183516,query_1,['GO:0009057'],0.5260642167343543
GO:BP,GO:0048585,negative regulation of response to stimulus,1.580244468317135e-10,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1680,3365,381,21026,0.11322436849925706,0.22678571428571428,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']",1.1097432540262622
GO:BP,GO:0033036,macromolecule localization,3.567491243723388e-10,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3228,3365,661,21026,0.1964338781575037,0.20477075588599752,query_1,['GO:0051179'],1.8558359918685383
