source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0023052,signaling,1.1442875705897257e-05,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",6515,149,80,21026,0.5369127516778524,0.012279355333844973,query_1,['GO:0050789'],2.653135473504154
GO:BP,GO:0023051,regulation of signaling,2.2956725897242494e-05,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3478,149,53,21026,0.35570469798657717,0.015238642898217367,query_1,"['GO:0023052', 'GO:0050789']",1.6501461255985714
GO:BP,GO:0050794,regulation of cellular process,9.687997896076153e-05,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11946,149,116,21026,0.7785234899328859,0.009710363301523523,query_1,"['GO:0009987', 'GO:0050789']",3.1248110862071625
GO:BP,GO:0065007,biological regulation,0.00023451315983131772,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12743,149,120,21026,0.8053691275167785,0.009416934787726596,query_1,['GO:0008150'],2.923355260347456
GO:BP,GO:0001944,vasculature development,0.0007974696330683399,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",762,149,20,21026,0.1342281879194631,0.026246719160104987,query_1,"['GO:0048731', 'GO:0072359']",0.41587729469826334
GO:BP,GO:0050789,regulation of biological process,0.0010029953392882139,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12336,149,116,21026,0.7785234899328859,0.00940337224383917,query_1,"['GO:0008150', 'GO:0065007']",2.33455923399981
GO:BP,GO:0050790,regulation of catalytic activity,0.0011282218736434208,True,"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]",928,149,22,21026,0.1476510067114094,0.023706896551724137,query_1,['GO:0065009'],0.4352169171821212
GO:BP,GO:0001667,ameboidal-type cell migration,0.0016533508780612052,True,"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]",235,149,11,21026,0.0738255033557047,0.04680851063829787,query_1,['GO:0016477'],0.20535560178534748
GO:BP,GO:0012501,programmed cell death,0.0016566953583771631,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1987,149,34,21026,0.22818791946308725,0.017111222949169603,query_1,['GO:0008219'],0.6345352329803229
GO:BP,GO:0008219,cell death,0.0017343634169219046,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1991,149,34,21026,0.22818791946308725,0.017076845806127575,query_1,['GO:0009987'],0.6299948755188871
GO:BP,GO:0051128,regulation of cellular component organization,0.0030725699393753503,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2433,149,38,21026,0.2550335570469799,0.015618577887381833,query_1,"['GO:0016043', 'GO:0050794']",0.6407713588095373
GO:BP,GO:0032502,developmental process,0.0030812350024578637,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6553,149,74,21026,0.4966442953020134,0.01129253776896078,query_1,['GO:0008150'],1.2472104907147141
GO:BP,GO:0048856,anatomical structure development,0.004916589049338533,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",5997,149,69,21026,0.46308724832214765,0.01150575287643822,query_1,['GO:0032502'],1.0689610083440602
GO:BP,GO:0032501,multicellular organismal process,0.006508440488955142,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",7322,149,79,21026,0.5302013422818792,0.010789401802786125,query_1,['GO:0008150'],1.159297462319566
GO:BP,GO:0007166,cell surface receptor signaling pathway,0.00653891507227852,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2819,149,41,21026,0.2751677852348993,0.014544164597374955,query_1,['GO:0007165'],0.6011024592799151
GO:BP,GO:0006915,apoptotic process,0.006754532968038752,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1923,149,32,21026,0.21476510067114093,0.016640665626625067,query_1,['GO:0012501'],0.46612717835997663
GO:BP,GO:0065008,regulation of biological quality,0.00801478902046482,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2947,149,42,21026,0.28187919463087246,0.014251781472684086,query_1,['GO:0065007'],0.5908492082423927
GO:BP,GO:0048731,system development,0.008599084497702254,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4053,149,52,21026,0.348993288590604,0.012830002467308166,query_1,"['GO:0007275', 'GO:0048856']",0.7208623137033093
GO:BP,GO:0006950,response to stress,0.009149219739278451,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3948,149,51,21026,0.3422818791946309,0.012917933130699088,query_1,['GO:0050896'],0.6977812954853903
GO:BP,GO:0071495,cellular response to endogenous stimulus,0.009167866741130754,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1223,149,24,21026,0.1610738255033557,0.019623875715453803,query_1,['GO:0009719'],0.3282252415549674
GO:BP,GO:0009719,response to endogenous stimulus,0.009493075094783233,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1489,149,27,21026,0.18120805369127516,0.018132975151108125,query_1,['GO:0050896'],0.36651015609494136
GO:BP,GO:0050793,regulation of developmental process,0.010297473549104132,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2457,149,37,21026,0.2483221476510067,0.015059015059015059,query_1,"['GO:0032502', 'GO:0050789']",0.49348298424507814
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,0.011808252519018552,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",831,149,19,21026,0.12751677852348994,0.02286401925391095,query_1,"['GO:0009653', 'GO:0050793']",0.24582867780518758
GO:BP,GO:0010762,regulation of fibroblast migration,0.011974357270572587,True,"""Any process that modulates the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium."" [GOC:dph, GOC:tb]",38,149,5,21026,0.03355704697986577,0.13157894736842105,query_1,"['GO:0010761', 'GO:0030334']",0.06448818081390993
GO:BP,GO:0040011,locomotion,0.014160782760728826,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1255,149,24,21026,0.1610738255033557,0.019123505976095617,query_1,['GO:0008150'],0.29781144799501197
GO:BP,GO:2000145,regulation of cell motility,0.019150839168182086,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1022,149,21,21026,0.14093959731543623,0.02054794520547945,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']",0.24210775846080695
GO:BP,GO:0051239,regulation of multicellular organismal process,0.02121131267104466,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2956,149,41,21026,0.2751677852348993,0.013870094722598106,query_1,"['GO:0032501', 'GO:0050789']",0.4604747021498427
GO:BP,GO:0043549,regulation of kinase activity,0.021771908604679126,True,"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]",431,149,13,21026,0.087248322147651,0.030162412993039442,query_1,"['GO:0042325', 'GO:0051338']",0.14501574138882292
GO:BP,GO:0030334,regulation of cell migration,0.025956224093261322,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",960,149,20,21026,0.1342281879194631,0.020833333333333332,query_1,"['GO:0016477', 'GO:2000145']",0.21285348792111838
GO:BP,GO:0001568,blood vessel development,0.030590044812676437,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",732,149,17,21026,0.11409395973154363,0.023224043715846996,query_1,"['GO:0001944', 'GO:0048856']",0.17278616158099486
GO:BP,GO:0031344,regulation of cell projection organization,0.03143061388982574,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]",658,149,16,21026,0.10738255033557047,0.0243161094224924,query_1,"['GO:0030030', 'GO:0051128']",0.16135808176519184
GO:BP,GO:0010634,positive regulation of epithelial cell migration,0.034764479688345847,True,"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]",47,149,5,21026,0.03355704697986577,0.10638297872340426,query_1,"['GO:0010631', 'GO:0010632', 'GO:0030335']",0.0489551767185027
GO:BP,GO:0040012,regulation of locomotion,0.036435483261627946,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1067,149,21,21026,0.14093959731543623,0.019681349578256794,query_1,"['GO:0040011', 'GO:0050789']",0.2027381529037574
GO:BP,GO:0042325,regulation of phosphorylation,0.042485907192362206,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",830,149,18,21026,0.12080536912751678,0.021686746987951807,query_1,"['GO:0016310', 'GO:0019220']",0.16571538168113026
